,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
185,Lamar University,LAMAR UNIVERSITY,4400 MLK,BEAUMONT,TX,77710,1,"Public, 4-year or above",5771,9230,15001,5,2,4,0,"4400 MLK, BEAUMONT, TX","[30.0441663, -94.0705761]",30.0441663,-94.0705761,0,0.3,0.1,0.3,"Lamar University<br>Beaumont, TX<br>Crime Count: 0<br>Enrollment: 15001<br>Rate per 1000 students: 0.0","Lamar University<br>Beaumont, TX<br>Crime Count: 4<br>Enrollment: 15001<br>Rate per 1000 students: 0.3","Lamar University<br>Beaumont, TX<br>Crime Count: 2<br>Enrollment: 15001<br>Rate per 1000 students: 0.1","Lamar University<br>Beaumont, TX<br>Crime Count: 5<br>Enrollment: 15001<br>Rate per 1000 students: 0.3"
186,Our Lady of the Lake University,Main Campus OUR LADY OF THE LAKE UNIVERSITY,411 SW 24TH ST,SAN ANTONIO,TX,782074689,2,"Private nonprofit, 4-year or above",789,2341,3130,1,1,0,0,"411 SW 24TH ST, SAN ANTONIO, TX","[29.4256219, -98.542512]",29.4256219,-98.542512,0,0,0.3,0.3,"Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3130<br>Rate per 1000 students: 0.0","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 0<br>Enrollment: 3130<br>Rate per 1000 students: 0.0","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3130<br>Rate per 1000 students: 0.3","Our Lady of the Lake University<br>San Antonio, TX<br>Crime Count: 1<br>Enrollment: 3130<br>Rate per 1000 students: 0.3"
190,University of Texas Southwestern Medical Center,Main Campus,5323 HARRY HINES BLVD,DALLAS,TX,753909029,1,"Public, 4-year or above",1154,1162,2316,2,4,2,1,"5323 HARRY HINES BLVD, DALLAS, TX","[32.8127097, -96.84131149999999]",32.8127097,-96.8413115,0.4,0.9,1.7,0.9,"University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 1<br>Enrollment: 2316<br>Rate per 1000 students: 0.4","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 2316<br>Rate per 1000 students: 0.9","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 4<br>Enrollment: 2316<br>Rate per 1000 students: 1.7","University of Texas Southwestern Medical Center<br>Dallas, TX<br>Crime Count: 2<br>Enrollment: 2316<br>Rate per 1000 students: 0.9"
193,Texas A & M University-College Station,Irma Lerma Rangel College of Pharmacy - Kingsville,700 University Boulevard,Kingsville,TX,78363,1,"Public, 4-year or above",34333,31299,65632,4,1,1,2,"700 University Boulevard, Kingsville, TX","[27.5260545, -97.87900549999999]",27.5260545,-97.8790055,0,0,0,0.1,"Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 2<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 1<br>Enrollment: 65632<br>Rate per 1000 students: 0.0","Texas A & M University-College Station<br>Kingsville, TX<br>Crime Count: 4<br>Enrollment: 65632<br>Rate per 1000 students: 0.1"
196,Eastern Virginia Medical School,Main Campus,721 Fairfax Ave.,NORFOLK,VA,235071696,1,"Public, 4-year or above",493,637,1130,0,0,0,1,"721 Fairfax Ave., NORFOLK, VA","[36.8600697, -76.30207779999999]",36.8600697,-76.3020778,0.9,0,0,0,"Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 1<br>Enrollment: 1130<br>Rate per 1000 students: 0.9","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0","Eastern Virginia Medical School<br>Norfolk, VA<br>Crime Count: 0<br>Enrollment: 1130<br>Rate per 1000 students: 0.0"
197,Eastern Mennonite University,Main Campus,1200 PARK RD,HARRISONBURG,VA,228022462,2,"Private nonprofit, 4-year or above",590,1155,1745,1,0,0,0,"1200 PARK RD, HARRISONBURG, VA","[38.4711173, -78.88028249999999]",38.4711173,-78.8802825,0,0,0,0.6,"Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 1745<br>Rate per 1000 students: 0.0","Eastern Mennonite University<br>Harrisonburg, VA<br>Crime Count: 1<br>Enrollment: 1745<br>Rate per 1000 students: 0.6"
199,James Madison University,Main Campus-Harrisonburg,821 South Main Street  MSC 6810,HARRISONBURG,VA,22807,1,"Public, 4-year or above",8526,12744,21270,4,4,1,0,"821 South Main Street  MSC 6810, HARRISONBURG, VA","[38.4250002, -78.7358405]",38.4250002,-78.7358405,0,0,0.2,0.2,"James Madison University<br>Harrisonburg, VA<br>Crime Count: 0<br>Enrollment: 21270<br>Rate per 1000 students: 0.0","James Madison University<br>Harrisonburg, VA<br>Crime Count: 1<br>Enrollment: 21270<br>Rate per 1000 students: 0.0","James Madison University<br>Harrisonburg, VA<br>Crime Count: 4<br>Enrollment: 21270<br>Rate per 1000 students: 0.2","James Madison University<br>Harrisonburg, VA<br>Crime Count: 4<br>Enrollment: 21270<br>Rate per 1000 students: 0.2"
200,Longwood University,Main Campus,201 HIGH ST Lancaster Hall,FARMVILLE,VA,23909,1,"Public, 4-year or above",1526,3358,4884,6,2,0,0,"201 HIGH ST Lancaster Hall, FARMVILLE, VA","[37.3010707, -78.3969316]",37.3010707,-78.3969316,0,0,0.4,1.2,"Longwood University<br>Farmville, VA<br>Crime Count: 0<br>Enrollment: 4884<br>Rate per 1000 students: 0.0","Longwood University<br>Farmville, VA<br>Crime Count: 0<br>Enrollment: 4884<br>Rate per 1000 students: 0.0","Longwood University<br>Farmville, VA<br>Crime Count: 2<br>Enrollment: 4884<br>Rate per 1000 students: 0.4","Longwood University<br>Farmville, VA<br>Crime Count: 6<br>Enrollment: 4884<br>Rate per 1000 students: 1.2"
204,West Liberty University,Main Campus,208 University Drive,WEST LIBERTY,WV,26074,1,"Public, 4-year or above",858,1459,2317,0,1,0,4,"208 University Drive, WEST LIBERTY, WV","[40.162572, -80.604068]",40.162572,-80.604068,1.7,0,0.4,0,"West Liberty University<br>West Liberty, WV<br>Crime Count: 4<br>Enrollment: 2317<br>Rate per 1000 students: 1.7","West Liberty University<br>West Liberty, WV<br>Crime Count: 0<br>Enrollment: 2317<br>Rate per 1000 students: 0.0","West Liberty University<br>West Liberty, WV<br>Crime Count: 1<br>Enrollment: 2317<br>Rate per 1000 students: 0.4","West Liberty University<br>West Liberty, WV<br>Crime Count: 0<br>Enrollment: 2317<br>Rate per 1000 students: 0.0"
206,Wheeling Jesuit University,Main Campus,316 WASHINGTON AVE,WHEELING,WV,26003,2,"Private nonprofit, 4-year or above",574,715,1289,2,0,0,0,"316 WASHINGTON AVE, WHEELING, WV","[40.067915, -80.691216]",40.067915,-80.691216,0,0,0,1.6,"Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 0<br>Enrollment: 1289<br>Rate per 1000 students: 0.0","Wheeling Jesuit University<br>Wheeling, WV<br>Crime Count: 2<br>Enrollment: 1289<br>Rate per 1000 students: 1.6"
